Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,Time Case Closed
33725,2023-11-06,2023-11-06,15:37,Kolkata,150,SHOPLIFTING,71,F,Explosives,Other Crime,14,No,,
33726,2023-11-07,2023-11-06,23:42,Lucknow,126,COUNTERFEITING,76,M,Knife,Other Crime,15,Yes,2024-01-21,04:00
33727,2023-11-06,2023-11-06,21:09,Lucknow,394,VANDALISM,70,F,Blunt Object,Other Crime,5,Yes,2023-12-27,15:00
33728,2023-11-08,2023-11-06,17:12,Mumbai,427,VEHICLE - STOLEN,45,F,Other,Violent Crime,5,Yes,2024-02-03,17:00
33729,2023-11-07,2023-11-06,19:33,Chennai,352,SEXUAL ASSAULT,55,F,None,Violent Crime,19,No,,
33730,2023-11-08,2023-11-06,06:51,Ludhiana,222,FRAUD,34,M,Other,Other Crime,2,Yes,2023-11-25,19:00
33731,2023-11-07,2023-11-06,16:01,Delhi,152,BURGLARY,40,F,Explosives,Other Crime,3,Yes,2024-04-03,14:00
33732,2023-11-08,2023-11-06,20:13,Delhi,230,DOMESTIC VIOLENCE,52,F,None,Violent Crime,4,No,,
33733,2023-11-07,2023-11-06,06:46,Pune,309,DOMESTIC VIOLENCE,55,F,None,Violent Crime,10,Yes,2024-02-01,20:00
33734,2023-11-07,2023-11-06,22:31,Srinagar,595,BURGLARY,10,M,Explosives,Other Crime,8,Yes,2024-04-23,17:00
33735,2023-11-09,2023-11-06,04:48,Bangalore,316,ARSON,48,F,Firearm,Fire Accident,18,Yes,2023-12-24,09:00
33736,2023-11-07,2023-11-06,18:56,Nagpur,356,COUNTERFEITING,77,F,Blunt Object,Other Crime,9,Yes,2023-11-23,02:00
33737,2023-11-07,2023-11-06,07:58,Bhopal,309,SEXUAL ASSAULT,65,F,Poison,Violent Crime,11,Yes,2025-05-31,22:00
33738,2023-11-08,2023-11-06,09:03,Kolkata,296,ARSON,36,F,Explosives,Fire Accident,1,No,,
33739,2023-11-06,2023-11-06,13:34,Nagpur,503,DOMESTIC VIOLENCE,54,F,None,Violent Crime,11,No,,
33740,2023-11-06,2023-11-06,09:53,Bangalore,524,IDENTITY THEFT,15,F,Firearm,Violent Crime,1,Yes,2024-01-14,21:00
33741,2023-11-08,2023-11-06,07:17,Faridabad,235,SHOPLIFTING,71,M,Other,Other Crime,7,Yes,2024-01-25,10:00
33742,2023-11-09,2023-11-06,01:06,Hyderabad,279,FRAUD,45,M,Other,Other Crime,12,Yes,2023-12-09,00:00
33743,2023-11-07,2023-11-06,17:36,Mumbai,158,ILLEGAL POSSESSION,67,F,Poison,Other Crime,18,Yes,2023-12-03,09:00
33744,2023-11-08,2023-11-06,19:15,Hyderabad,595,HOMICIDE,55,M,None,Other Crime,9,Yes,2024-11-28,13:00
33745,2023-11-09,2023-11-07,00:06,Jaipur,191,EXTORTION,20,F,Firearm,Other Crime,8,No,,
33746,2023-11-09,2023-11-07,10:42,Lucknow,423,DOMESTIC VIOLENCE,46,F,Knife,Violent Crime,4,Yes,2023-11-25,15:00
33747,2023-11-08,2023-11-07,06:44,Jaipur,250,ILLEGAL POSSESSION,14,F,Explosives,Other Crime,19,No,,
33748,2023-11-09,2023-11-07,06:33,Jaipur,456,DOMESTIC VIOLENCE,78,F,Poison,Violent Crime,18,Yes,2023-12-28,17:00
33749,2023-11-07,2023-11-07,14:43,Mumbai,123,DRUG OFFENSE,10,M,Other,Other Crime,11,Yes,2024-01-04,15:00
33750,2023-11-09,2023-11-07,05:02,Nagpur,486,DOMESTIC VIOLENCE,67,F,None,Violent Crime,15,Yes,2024-02-01,14:00
33751,2023-11-09,2023-11-07,14:45,Chennai,581,ASSAULT,62,F,Other,Violent Crime,4,No,,
33752,2023-11-08,2023-11-07,00:31,Patna,524,DOMESTIC VIOLENCE,44,F,Blunt Object,Violent Crime,6,No,,
33753,2023-11-08,2023-11-07,08:42,Bangalore,453,PUBLIC INTOXICATION,42,F,Explosives,Other Crime,18,No,,
33754,2023-11-09,2023-11-07,14:27,Chennai,105,PUBLIC INTOXICATION,71,F,None,Other Crime,8,Yes,2023-11-13,09:00
33755,2023-11-09,2023-11-07,04:58,Mumbai,390,COUNTERFEITING,29,M,Other,Other Crime,10,Yes,2024-01-12,11:00
33756,2023-11-07,2023-11-07,07:17,Delhi,275,COUNTERFEITING,66,F,None,Other Crime,1,No,,
33757,2023-11-07,2023-11-07,06:07,Bhopal,498,CYBERCRIME,41,F,Knife,Other Crime,9,No,,
33758,2023-11-09,2023-11-07,01:42,Kanpur,304,IDENTITY THEFT,13,F,Blunt Object,Violent Crime,11,No,,
33759,2023-11-08,2023-11-07,11:04,Lucknow,418,KIDNAPPING,77,F,Knife,Other Crime,19,Yes,2023-12-03,21:00
33760,2023-11-07,2023-11-07,06:00,Srinagar,542,FIREARM OFFENSE,38,F,Explosives,Fire Accident,13,No,,
33761,2023-11-09,2023-11-07,01:36,Delhi,582,COUNTERFEITING,64,F,Explosives,Other Crime,14,No,,
33762,2023-11-08,2023-11-07,03:52,Delhi,214,FIREARM OFFENSE,63,F,Knife,Fire Accident,17,Yes,2024-01-21,23:00
33763,2023-11-09,2023-11-07,06:15,Kolkata,373,IDENTITY THEFT,14,M,Blunt Object,Violent Crime,12,Yes,2023-12-14,13:00
33764,2023-11-08,2023-11-07,23:20,Ludhiana,597,DOMESTIC VIOLENCE,70,F,Firearm,Violent Crime,11,No,,
33765,2023-11-08,2023-11-07,10:43,Chennai,399,ILLEGAL POSSESSION,55,F,Blunt Object,Other Crime,19,Yes,2023-12-25,13:00
33766,2023-11-09,2023-11-07,11:04,Delhi,368,SHOPLIFTING,45,F,Other,Other Crime,5,Yes,2023-12-25,06:00
33767,2023-11-10,2023-11-07,07:14,Hyderabad,553,KIDNAPPING,64,F,None,Other Crime,1,Yes,2024-01-28,11:00
33768,2023-11-08,2023-11-07,17:41,Bangalore,468,CYBERCRIME,43,F,Knife,Other Crime,12,No,,
33769,2023-11-10,2023-11-08,16:04,Mumbai,156,COUNTERFEITING,11,F,Knife,Other Crime,16,Yes,2024-01-22,17:00
33770,2023-11-10,2023-11-08,15:17,Faridabad,480,IDENTITY THEFT,72,F,None,Violent Crime,13,Yes,2023-12-03,03:00
33771,2023-11-09,2023-11-08,02:06,Surat,502,CYBERCRIME,16,F,None,Other Crime,5,Yes,2024-01-24,03:00
33772,2023-11-09,2023-11-08,15:19,Mumbai,170,IDENTITY THEFT,67,F,None,Violent Crime,7,Yes,2023-12-04,06:00
33773,2023-11-10,2023-11-08,01:23,Jaipur,482,COUNTERFEITING,72,F,Poison,Other Crime,2,No,,
33774,2023-11-09,2023-11-08,01:08,Delhi,535,IDENTITY THEFT,58,M,Other,Violent Crime,2,Yes,2023-12-13,17:00
33775,2023-11-09,2023-11-08,16:47,Jaipur,202,DOMESTIC VIOLENCE,44,F,Blunt Object,Violent Crime,9,No,,
33776,2023-11-09,2023-11-08,02:16,Mumbai,317,DRUG OFFENSE,15,F,Explosives,Other Crime,8,No,,
33777,2023-11-08,2023-11-08,09:32,Delhi,519,VEHICLE - STOLEN,11,M,None,Violent Crime,13,Yes,2024-01-21,21:00
33778,2023-11-09,2023-11-08,08:48,Hyderabad,114,VANDALISM,49,M,Firearm,Other Crime,11,No,,
33779,2023-11-10,2023-11-08,02:14,Lucknow,111,TRAFFIC VIOLATION,42,F,None,Traffic Fatality,18,Yes,2023-12-06,12:00
33780,2023-11-09,2023-11-08,22:23,Agra,443,FRAUD,33,M,Blunt Object,Other Crime,9,No,,
33781,2023-11-10,2023-11-08,21:51,Bangalore,545,IDENTITY THEFT,22,F,Blunt Object,Violent Crime,4,Yes,2023-11-25,17:00
33782,2023-11-09,2023-11-08,22:27,Chennai,342,IDENTITY THEFT,27,M,Other,Violent Crime,8,Yes,2024-01-03,23:00
33783,2023-11-09,2023-11-08,13:54,Bhopal,126,VANDALISM,78,F,None,Other Crime,5,No,,
33784,2023-11-10,2023-11-08,15:52,Mumbai,495,VEHICLE - STOLEN,53,F,Other,Violent Crime,9,No,,
33785,2023-11-10,2023-11-08,23:15,Delhi,297,IDENTITY THEFT,74,M,Knife,Violent Crime,4,No,,
33786,2023-11-09,2023-11-08,17:41,Faridabad,167,SEXUAL ASSAULT,54,F,Knife,Violent Crime,11,Yes,2024-05-31,01:00
33787,2023-11-08,2023-11-08,01:14,Meerut,471,CYBERCRIME,73,F,Knife,Other Crime,18,Yes,2024-01-21,19:00
33788,2023-11-11,2023-11-08,17:05,Mumbai,126,KIDNAPPING,12,F,Other,Other Crime,5,Yes,2024-01-05,11:00
33789,2023-11-10,2023-11-08,03:36,Mumbai,522,VANDALISM,72,F,None,Other Crime,18,No,,
33790,2023-11-09,2023-11-08,08:56,Jaipur,367,VANDALISM,60,F,Poison,Other Crime,5,Yes,2024-01-01,23:00
33791,2023-11-09,2023-11-08,06:51,Hyderabad,546,TRAFFIC VIOLATION,54,F,Blunt Object,Traffic Fatality,11,No,,
33792,2023-11-11,2023-11-08,13:06,Delhi,151,KIDNAPPING,19,F,Blunt Object,Other Crime,13,No,,
33793,2023-11-09,2023-11-09,16:20,Agra,339,TRAFFIC VIOLATION,60,M,Knife,Traffic Fatality,18,Yes,2023-11-26,13:00
33794,2023-11-11,2023-11-09,07:01,Faridabad,280,VANDALISM,58,F,Knife,Other Crime,19,Yes,2023-12-05,11:00
33795,2023-11-11,2023-11-09,03:00,Srinagar,401,ARSON,22,M,Explosives,Fire Accident,8,No,,
33796,2023-11-11,2023-11-09,18:41,Kolkata,446,DRUG OFFENSE,14,F,Other,Other Crime,13,No,,
33797,2023-11-10,2023-11-09,02:33,Mumbai,288,IDENTITY THEFT,60,F,Explosives,Violent Crime,18,No,,
33798,2023-11-09,2023-11-09,10:50,Bangalore,101,ILLEGAL POSSESSION,38,F,Firearm,Other Crime,11,No,,
33799,2023-11-09,2023-11-09,08:04,Jaipur,159,EXTORTION,67,F,Firearm,Other Crime,3,Yes,2024-01-19,07:00
33800,2023-11-09,2023-11-09,07:04,Patna,472,DRUG OFFENSE,46,F,Firearm,Other Crime,18,Yes,2024-01-20,15:00
33801,2023-11-10,2023-11-09,13:47,Hyderabad,298,VANDALISM,22,F,Poison,Other Crime,6,No,,
33802,2023-11-11,2023-11-09,23:05,Lucknow,155,HOMICIDE,70,F,Blunt Object,Other Crime,11,Yes,2025-06-22,08:00
33803,2023-11-10,2023-11-09,15:11,Delhi,463,VANDALISM,75,F,Firearm,Other Crime,19,Yes,2024-01-10,21:00
33804,2023-11-11,2023-11-09,19:52,Delhi,554,IDENTITY THEFT,17,F,Other,Violent Crime,8,No,,
33805,2023-11-11,2023-11-09,10:23,Bangalore,506,BURGLARY,22,F,Other,Other Crime,8,Yes,2024-01-20,10:00
33806,2023-11-09,2023-11-09,18:46,Lucknow,579,CYBERCRIME,11,F,None,Other Crime,10,No,,
33807,2023-11-10,2023-11-09,11:27,Ahmedabad,479,BURGLARY,47,F,Poison,Other Crime,5,No,,
33808,2023-11-12,2023-11-09,17:35,Chennai,588,CYBERCRIME,25,M,Explosives,Other Crime,3,Yes,2023-12-16,05:00
33809,2023-11-10,2023-11-09,03:34,Kolkata,535,KIDNAPPING,58,F,Poison,Other Crime,6,Yes,2023-11-18,08:00
33810,2023-11-12,2023-11-09,21:32,Mumbai,101,CYBERCRIME,51,M,Blunt Object,Other Crime,18,No,,
33811,2023-11-11,2023-11-09,20:58,Ahmedabad,228,ILLEGAL POSSESSION,78,F,Firearm,Other Crime,3,No,,
33812,2023-11-11,2023-11-09,03:42,Nagpur,166,DRUG OFFENSE,38,M,Other,Other Crime,14,Yes,2023-12-23,04:00
33813,2023-11-11,2023-11-09,01:14,Kolkata,367,HOMICIDE,54,F,Blunt Object,Other Crime,17,Yes,2025-04-01,14:00
33814,2023-11-12,2023-11-09,01:08,Thane,319,FIREARM OFFENSE,32,M,Other,Fire Accident,10,Yes,2023-11-30,20:00
33815,2023-11-12,2023-11-09,18:15,Bangalore,198,IDENTITY THEFT,31,M,Explosives,Violent Crime,8,No,,
33816,2023-11-12,2023-11-09,02:58,Meerut,434,DOMESTIC VIOLENCE,35,F,Firearm,Violent Crime,6,Yes,2023-12-09,10:00
33817,2023-11-11,2023-11-10,23:35,Mumbai,461,ROBBERY,13,F,Other,Violent Crime,5,Yes,2024-04-05,05:00
33818,2023-11-11,2023-11-10,14:37,Chennai,171,ARSON,64,M,Poison,Fire Accident,8,Yes,2024-01-27,08:00
33819,2023-11-12,2023-11-10,10:40,Mumbai,598,HOMICIDE,63,F,Knife,Other Crime,19,No,,
33820,2023-11-11,2023-11-10,11:24,Agra,291,VEHICLE - STOLEN,78,M,Explosives,Violent Crime,5,Yes,2023-11-22,05:00
33821,2023-11-11,2023-11-10,13:02,Pune,589,TRAFFIC VIOLATION,19,M,Poison,Traffic Fatality,5,No,,
33822,2023-11-10,2023-11-10,14:43,Pune,385,FIREARM OFFENSE,33,M,Firearm,Fire Accident,8,Yes,2023-11-26,20:00
33823,2023-11-11,2023-11-10,06:49,Mumbai,267,CYBERCRIME,18,F,Knife,Other Crime,9,No,,
33824,2023-11-12,2023-11-10,09:49,Kolkata,288,DOMESTIC VIOLENCE,39,F,Knife,Violent Crime,2,Yes,2024-01-05,18:00
33825,2023-11-11,2023-11-10,00:06,Delhi,193,KIDNAPPING,65,M,Poison,Other Crime,17,No,,
33826,2023-11-11,2023-11-10,05:25,Patna,406,VANDALISM,49,F,Firearm,Other Crime,15,No,,
33827,2023-11-12,2023-11-10,16:34,Thane,454,PUBLIC INTOXICATION,31,F,None,Other Crime,10,Yes,2023-12-11,05:00
33828,2023-11-11,2023-11-10,09:38,Delhi,117,ARSON,75,F,Blunt Object,Fire Accident,17,No,,
33829,2023-11-11,2023-11-10,16:21,Surat,578,FRAUD,14,F,Firearm,Other Crime,2,No,,
33830,2023-11-10,2023-11-10,18:32,Indore,439,EXTORTION,56,F,Explosives,Other Crime,6,No,,
33831,2023-11-13,2023-11-10,13:01,Nagpur,521,ARSON,17,F,Other,Fire Accident,15,Yes,2023-12-17,09:00
33832,2023-11-12,2023-11-10,03:14,Kolkata,409,FIREARM OFFENSE,28,F,Knife,Fire Accident,8,No,,
33833,2023-11-11,2023-11-10,21:35,Delhi,121,ROBBERY,19,M,Poison,Violent Crime,18,No,,
33834,2023-11-12,2023-11-10,21:43,Agra,462,DRUG OFFENSE,37,M,None,Other Crime,13,No,,
33835,2023-11-11,2023-11-10,13:45,Hyderabad,438,DOMESTIC VIOLENCE,17,M,Poison,Violent Crime,5,Yes,2023-12-06,15:00
33836,2023-11-12,2023-11-10,15:54,Delhi,589,TRAFFIC VIOLATION,52,F,Other,Traffic Fatality,11,No,,
33837,2023-11-12,2023-11-10,01:18,Kolkata,429,BURGLARY,75,F,Firearm,Other Crime,14,No,,
33838,2023-11-13,2023-11-10,20:50,Ahmedabad,156,DOMESTIC VIOLENCE,60,M,Blunt Object,Violent Crime,3,No,,
33839,2023-11-11,2023-11-10,00:04,Visakhapatnam,406,CYBERCRIME,29,F,Knife,Other Crime,4,No,,
33840,2023-11-12,2023-11-10,01:39,Pune,255,HOMICIDE,10,F,Poison,Other Crime,3,No,,
33841,2023-11-12,2023-11-11,05:37,Bangalore,228,IDENTITY THEFT,58,F,Blunt Object,Violent Crime,17,No,,
33842,2023-11-12,2023-11-11,17:28,Delhi,388,ARSON,60,M,Blunt Object,Fire Accident,8,No,,
33843,2023-11-13,2023-11-11,14:44,Delhi,563,IDENTITY THEFT,79,F,Firearm,Violent Crime,15,No,,
33844,2023-11-13,2023-11-11,04:13,Hyderabad,496,BURGLARY,50,F,Knife,Other Crime,15,Yes,2024-04-13,22:00
33845,2023-11-12,2023-11-11,04:49,Ludhiana,287,HOMICIDE,64,M,None,Other Crime,18,No,,
33846,2023-11-12,2023-11-11,02:27,Mumbai,463,FIREARM OFFENSE,22,M,Poison,Fire Accident,15,Yes,2023-12-29,11:00
33847,2023-11-13,2023-11-11,06:34,Mumbai,230,COUNTERFEITING,43,F,Explosives,Other Crime,4,No,,
33848,2023-11-13,2023-11-11,13:18,Mumbai,224,TRAFFIC VIOLATION,39,F,Other,Traffic Fatality,16,Yes,2023-12-04,11:00
33849,2023-11-13,2023-11-11,09:51,Ahmedabad,423,FIREARM OFFENSE,70,F,Knife,Fire Accident,1,No,,
33850,2023-11-12,2023-11-11,12:32,Delhi,387,DRUG OFFENSE,49,M,None,Other Crime,18,Yes,2024-01-08,05:00
33851,2023-11-11,2023-11-11,17:15,Mumbai,257,VEHICLE - STOLEN,47,F,Blunt Object,Violent Crime,2,No,,
33852,2023-11-12,2023-11-11,10:43,Kolkata,283,CYBERCRIME,69,F,Explosives,Other Crime,3,Yes,2024-02-02,06:00
33853,2023-11-13,2023-11-11,10:10,Delhi,214,CYBERCRIME,32,F,Blunt Object,Other Crime,7,No,,
33854,2023-11-14,2023-11-11,17:22,Patna,517,KIDNAPPING,45,F,Poison,Other Crime,19,No,,
33855,2023-11-11,2023-11-11,03:33,Nagpur,456,TRAFFIC VIOLATION,34,F,Explosives,Traffic Fatality,9,Yes,2023-11-13,18:00
33856,2023-11-11,2023-11-11,13:31,Kolkata,339,FIREARM OFFENSE,39,F,Knife,Fire Accident,18,No,,
33857,2023-11-11,2023-11-11,23:40,Hyderabad,161,CYBERCRIME,25,F,Explosives,Other Crime,11,Yes,2023-12-18,20:00
33858,2023-11-14,2023-11-11,01:05,Pune,188,CYBERCRIME,77,M,Explosives,Other Crime,13,No,,
33859,2023-11-14,2023-11-11,05:04,Mumbai,592,ASSAULT,37,F,Firearm,Violent Crime,15,No,,
33860,2023-11-12,2023-11-11,23:45,Nagpur,221,CYBERCRIME,15,M,Knife,Other Crime,9,No,,
33861,2023-11-12,2023-11-11,16:27,Pune,130,FIREARM OFFENSE,77,M,Knife,Fire Accident,7,No,,
33862,2023-11-13,2023-11-11,22:20,Kanpur,264,COUNTERFEITING,47,M,None,Other Crime,4,Yes,2023-12-10,01:00
33863,2023-11-12,2023-11-11,17:16,Agra,392,FRAUD,71,F,Knife,Other Crime,8,Yes,2024-02-03,11:00
33864,2023-11-12,2023-11-11,08:32,Lucknow,211,TRAFFIC VIOLATION,13,F,Poison,Traffic Fatality,1,Yes,2023-12-03,03:00
33865,2023-11-14,2023-11-12,07:33,Mumbai,519,DRUG OFFENSE,72,F,Poison,Other Crime,10,Yes,2024-02-05,20:00
33866,2023-11-14,2023-11-12,03:43,Mumbai,400,PUBLIC INTOXICATION,62,M,Poison,Other Crime,9,No,,
33867,2023-11-13,2023-11-12,05:58,Mumbai,574,ARSON,22,F,Firearm,Fire Accident,14,Yes,2024-01-05,04:00
33868,2023-11-13,2023-11-12,15:02,Meerut,538,ASSAULT,57,F,Knife,Violent Crime,18,No,,
33869,2023-11-12,2023-11-12,12:06,Nashik,577,SEXUAL ASSAULT,12,F,Knife,Violent Crime,18,No,,
33870,2023-11-12,2023-11-12,08:26,Bangalore,186,IDENTITY THEFT,74,M,Explosives,Violent Crime,17,No,,
33871,2023-11-15,2023-11-12,07:50,Lucknow,261,ROBBERY,16,F,None,Violent Crime,8,Yes,2024-03-13,02:00
33872,2023-11-12,2023-11-12,00:18,Visakhapatnam,325,ARSON,55,M,Poison,Fire Accident,2,Yes,2023-12-25,11:00
33873,2023-11-15,2023-11-12,06:30,Kalyan,190,DRUG OFFENSE,56,F,Blunt Object,Other Crime,19,Yes,2023-12-13,03:00
33874,2023-11-13,2023-11-12,02:34,Hyderabad,474,HOMICIDE,27,F,None,Other Crime,5,Yes,2025-11-07,08:00
33875,2023-11-13,2023-11-12,01:47,Delhi,133,DRUG OFFENSE,70,F,Explosives,Other Crime,16,Yes,2024-01-20,22:00
33876,2023-11-12,2023-11-12,04:55,Mumbai,307,DOMESTIC VIOLENCE,11,F,Blunt Object,Violent Crime,13,No,,
33877,2023-11-14,2023-11-12,20:12,Ludhiana,494,ILLEGAL POSSESSION,27,M,Other,Other Crime,9,No,,
33878,2023-11-12,2023-11-12,22:44,Jaipur,492,SHOPLIFTING,21,F,Blunt Object,Other Crime,17,Yes,2024-01-23,18:00
33879,2023-11-15,2023-11-12,23:07,Hyderabad,191,IDENTITY THEFT,14,F,Poison,Violent Crime,3,Yes,2023-12-09,06:00
33880,2023-11-12,2023-11-12,14:40,Kalyan,363,PUBLIC INTOXICATION,26,F,Explosives,Other Crime,17,Yes,2023-11-18,18:00
33881,2023-11-13,2023-11-12,10:02,Srinagar,342,HOMICIDE,79,F,Explosives,Other Crime,10,Yes,2025-09-07,22:00
33882,2023-11-12,2023-11-12,14:35,Bangalore,476,ILLEGAL POSSESSION,64,M,Firearm,Other Crime,7,No,,
33883,2023-11-13,2023-11-12,17:22,Delhi,343,EXTORTION,72,F,Poison,Other Crime,5,Yes,2024-02-01,22:00
33884,2023-11-15,2023-11-12,21:19,Delhi,121,PUBLIC INTOXICATION,25,M,Blunt Object,Other Crime,4,Yes,2023-11-18,09:00
33885,2023-11-13,2023-11-12,07:39,Ahmedabad,212,BURGLARY,39,F,Knife,Other Crime,15,Yes,2024-04-09,04:00
33886,2023-11-13,2023-11-12,07:13,Jaipur,393,ILLEGAL POSSESSION,37,F,Poison,Other Crime,18,No,,
33887,2023-11-15,2023-11-12,19:21,Ludhiana,447,ILLEGAL POSSESSION,20,F,None,Other Crime,8,Yes,2023-12-29,13:00
33888,2023-11-15,2023-11-12,04:19,Indore,403,ARSON,21,M,Other,Fire Accident,9,No,,
33889,2023-11-14,2023-11-13,12:05,Pune,538,VEHICLE - STOLEN,73,M,Explosives,Violent Crime,3,No,,
33890,2023-11-14,2023-11-13,17:02,Nagpur,415,ARSON,67,F,Blunt Object,Fire Accident,9,Yes,2023-11-30,07:00
33891,2023-11-15,2023-11-13,14:40,Delhi,552,SHOPLIFTING,19,F,Poison,Other Crime,5,Yes,2024-02-12,15:00
33892,2023-11-15,2023-11-13,18:44,Mumbai,433,VANDALISM,63,M,Firearm,Other Crime,17,No,,
33893,2023-11-15,2023-11-13,04:38,Bhopal,415,DOMESTIC VIOLENCE,31,F,Knife,Violent Crime,13,No,,
33894,2023-11-16,2023-11-13,17:23,Pune,173,VEHICLE - STOLEN,36,F,Poison,Violent Crime,15,No,,
33895,2023-11-14,2023-11-13,09:29,Kolkata,351,EXTORTION,25,F,Poison,Other Crime,19,No,,
33896,2023-11-13,2023-11-13,09:03,Mumbai,176,KIDNAPPING,38,M,Other,Other Crime,19,No,,
33897,2023-11-14,2023-11-13,18:07,Mumbai,316,EXTORTION,26,F,Knife,Other Crime,12,No,,
33898,2023-11-14,2023-11-13,23:01,Bangalore,211,VANDALISM,19,F,Other,Other Crime,14,Yes,2023-12-15,20:00
33899,2023-11-15,2023-11-13,11:26,Pune,415,VANDALISM,56,M,Blunt Object,Other Crime,12,Yes,2024-01-30,15:00
33900,2023-11-15,2023-11-13,09:59,Kolkata,573,BURGLARY,42,F,Poison,Other Crime,4,Yes,2024-03-09,15:00
33901,2023-11-14,2023-11-13,23:04,Chennai,287,FIREARM OFFENSE,65,F,Knife,Fire Accident,9,Yes,2023-12-22,11:00
33902,2023-11-15,2023-11-13,20:49,Delhi,366,VEHICLE - STOLEN,24,M,Explosives,Violent Crime,12,No,,
33903,2023-11-15,2023-11-13,18:42,Delhi,121,ROBBERY,12,F,None,Violent Crime,3,No,,
33904,2023-11-14,2023-11-13,12:53,Pune,423,IDENTITY THEFT,35,F,Poison,Violent Crime,12,Yes,2023-12-23,10:00
33905,2023-11-15,2023-11-13,18:02,Chennai,199,BURGLARY,46,M,Explosives,Other Crime,3,Yes,2024-04-16,20:00
33906,2023-11-14,2023-11-13,21:48,Delhi,592,TRAFFIC VIOLATION,34,M,Blunt Object,Traffic Fatality,7,Yes,2023-12-10,18:00
33907,2023-11-13,2023-11-13,23:12,Ludhiana,342,ASSAULT,42,F,Explosives,Violent Crime,10,No,,
33908,2023-11-15,2023-11-13,17:34,Bangalore,240,EXTORTION,16,F,Poison,Other Crime,19,Yes,2023-12-05,05:00
33909,2023-11-15,2023-11-13,00:21,Mumbai,124,PUBLIC INTOXICATION,21,F,Firearm,Other Crime,8,No,,
33910,2023-11-15,2023-11-13,11:04,Hyderabad,430,BURGLARY,59,M,Other,Other Crime,19,Yes,2024-01-11,20:00
33911,2023-11-14,2023-11-13,22:21,Mumbai,346,ROBBERY,73,F,Explosives,Violent Crime,17,Yes,2024-01-24,20:00
33912,2023-11-15,2023-11-13,23:50,Hyderabad,578,ASSAULT,74,M,None,Violent Crime,10,Yes,2023-11-24,16:00
33913,2023-11-16,2023-11-14,18:29,Delhi,252,HOMICIDE,48,M,Blunt Object,Other Crime,14,No,,
33914,2023-11-16,2023-11-14,01:19,Delhi,302,ROBBERY,10,M,Explosives,Violent Crime,1,Yes,2024-04-26,22:00
33915,2023-11-16,2023-11-14,16:54,Hyderabad,505,KIDNAPPING,21,M,Other,Other Crime,8,No,,
33916,2023-11-16,2023-11-14,20:32,Pune,539,PUBLIC INTOXICATION,41,F,Knife,Other Crime,9,No,,
33917,2023-11-16,2023-11-14,22:48,Mumbai,358,VANDALISM,63,F,Other,Other Crime,19,Yes,2024-01-28,13:00
33918,2023-11-15,2023-11-14,23:59,Agra,168,ARSON,20,F,Knife,Fire Accident,4,Yes,2024-01-15,08:00
33919,2023-11-16,2023-11-14,14:09,Nagpur,508,CYBERCRIME,35,M,Blunt Object,Other Crime,13,Yes,2024-02-06,08:00
33920,2023-11-16,2023-11-14,03:44,Hyderabad,423,ASSAULT,70,F,Blunt Object,Violent Crime,19,No,,
33921,2023-11-15,2023-11-14,22:42,Lucknow,418,ROBBERY,30,M,Poison,Violent Crime,11,No,,
33922,2023-11-17,2023-11-14,19:06,Hyderabad,406,VEHICLE - STOLEN,69,M,Blunt Object,Violent Crime,17,Yes,2024-02-11,07:00
33923,2023-11-14,2023-11-14,01:44,Delhi,263,ARSON,64,F,Other,Fire Accident,11,No,,
33924,2023-11-15,2023-11-14,18:34,Lucknow,257,ARSON,65,F,Poison,Fire Accident,19,No,,
33925,2023-11-16,2023-11-14,02:14,Bangalore,573,ILLEGAL POSSESSION,48,F,Blunt Object,Other Crime,5,Yes,2023-12-27,11:00
33926,2023-11-15,2023-11-14,23:33,Mumbai,459,VANDALISM,20,F,Poison,Other Crime,19,Yes,2023-11-25,22:00
33927,2023-11-17,2023-11-14,10:05,Kolkata,343,TRAFFIC VIOLATION,17,F,Poison,Traffic Fatality,12,Yes,2023-12-11,03:00
33928,2023-11-16,2023-11-14,05:38,Indore,465,CYBERCRIME,26,M,Poison,Other Crime,8,No,,
33929,2023-11-14,2023-11-14,02:15,Ahmedabad,213,VANDALISM,75,M,Firearm,Other Crime,17,No,,
33930,2023-11-14,2023-11-14,10:17,Indore,172,ILLEGAL POSSESSION,50,F,Firearm,Other Crime,1,No,,
33931,2023-11-17,2023-11-14,18:59,Delhi,348,IDENTITY THEFT,30,M,Knife,Violent Crime,3,Yes,2024-01-13,04:00
33932,2023-11-15,2023-11-14,05:48,Hyderabad,142,SEXUAL ASSAULT,26,F,Explosives,Violent Crime,16,No,,
33933,2023-11-15,2023-11-14,01:28,Visakhapatnam,329,ARSON,70,F,Explosives,Fire Accident,5,Yes,2024-01-29,04:00
33934,2023-11-15,2023-11-14,04:09,Kanpur,168,DOMESTIC VIOLENCE,21,M,Explosives,Violent Crime,11,No,,
33935,2023-11-16,2023-11-14,03:02,Kalyan,524,SEXUAL ASSAULT,28,F,Knife,Violent Crime,10,No,,
33936,2023-11-16,2023-11-14,02:23,Faridabad,403,IDENTITY THEFT,35,F,None,Violent Crime,1,Yes,2023-12-15,10:00
